estimated_loc,complexity_score,timeline_days,team_size_required,domain_category,technical_risk_level,integration_count,seniority_required,regulatory_compliance,testing_coverage_pct,documentation_level,performance_tier,security_criticality,budget_pressure,maintainability_req,project_type,codebase_age_years,existing_test_coverage_pct,dependency_count,last_refactor_years,incident_rate_monthly,code_duplication_pct,technical_debt_score,documentation_quality,language_modernity,team_familiarity,target_team_label,profit_margin_pct
856,Low,25,1,Data,Critical,12,Architect,1,52.4,Comprehensive,Real-time,Medium,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,31.92
85330,Medium,75,5,Security,Low,8,Mid,1,55.9,Standard,High,Medium,Tight,High,1,18,5.0,327,7,0.66,49.5,Critical,Minimal,Legacy,High,Human,29.97
12721,Medium,93,6,Web,High,5,Senior,1,91.5,Minimal,Real-time,High,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,24.35
9634,Medium,60,7,Data,High,8,Mid,1,97.0,Comprehensive,High,High,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,34.82
500000,High,143,10,Infrastructure,High,13,Mid,0,73.6,Standard,High,High,Tight,High,1,10,56.3,218,8,3.48,18.2,Medium,Minimal,Modern,Low,Human,22.7
500000,High,180,10,Data,Medium,7,Mid,1,42.5,Minimal,Real-time,High,Moderate,High,1,20,5.0,96,7,11.55,30.4,Critical,Standard,Modern,Medium,Human,15.11
638,Low,45,3,Security,High,7,Senior,1,75.0,Minimal,Standard,High,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,40.02
11835,Low,52,1,Web,Medium,12,Senior,0,56.7,Standard,Real-time,High,Moderate,High,1,12,52.9,137,5,4.14,41.0,High,Good,Dated,High,Hybrid,28.58
35533,High,179,9,Data,Medium,1,Senior,0,73.5,Comprehensive,High,High,Flexible,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,27.09
500000,High,151,12,Data,Medium,5,Mid,0,31.4,Standard,High,Medium,Flexible,Medium,1,6,32.4,104,1,3.69,2.9,Low,Poor,Current,High,Hybrid,31.15
8077,Low,35,4,Data,Critical,15,Senior,1,25.6,Standard,Real-time,Critical,Flexible,Medium,1,1,56.3,195,4,8.57,2.8,Low,Good,Current,High,Hybrid,25.02
187926,High,138,11,Security,High,11,Senior,1,18.7,Standard,Real-time,Medium,Tight,Medium,1,10,50.0,42,6,7.8,14.2,Medium,Standard,Dated,High,Human,17.53
48518,High,160,8,Web,Medium,7,Mid,0,98.0,Standard,High,High,Tight,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,35.63
28499,Low,39,1,Infrastructure,High,12,Junior,1,59.5,Standard,Standard,Medium,Tight,High,1,10,50.7,224,6,13.28,26.0,High,Poor,Modern,Low,Human,38.86
285974,High,192,11,Mobile,Medium,10,Mid,0,41.2,Standard,Standard,High,Flexible,High,1,10,67.7,73,5,1.3,35.3,Medium,Standard,Dated,Medium,Hybrid,20.34
57574,Medium,106,5,Data,Medium,8,Senior,1,43.8,Standard,High,Critical,Flexible,Medium,1,8,55.7,29,0,2.42,1.3,Low,Good,Dated,High,Human,28.67
193221,Medium,117,2,Mobile,High,9,Architect,0,5.0,Standard,High,High,Flexible,High,1,8,61.9,66,2,2.94,34.1,Medium,Good,Modern,Low,Human,18.14
5795,Medium,80,3,Security,Medium,7,Senior,0,66.7,Standard,Real-time,Low,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,37.92
112617,Medium,99,4,Security,High,10,Junior,1,29.7,Comprehensive,Standard,Medium,Moderate,Medium,1,17,8.6,421,8,20.0,60.0,Critical,Poor,Modern,Medium,Human,23.65
27610,Medium,90,7,Data,Medium,1,Senior,1,50.9,Minimal,High,Low,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,35.56
188397,High,181,7,Web,Medium,4,Mid,0,18.4,Standard,Standard,High,Flexible,High,1,12,55.3,77,6,14.98,33.3,High,Poor,Modern,High,Human,19.02
7076,Medium,96,4,Security,Medium,3,Architect,1,67.8,Comprehensive,Standard,Low,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,29.26
500000,High,214,8,Infrastructure,High,8,Mid,1,65.3,Minimal,Real-time,Critical,Moderate,High,1,7,85.0,20,0,0.8,10.9,Low,Standard,Legacy,Low,Human,22.79
80101,High,177,6,Web,Medium,6,Senior,1,78.2,Minimal,Standard,High,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,27.99
1809,Low,28,3,Infrastructure,Medium,0,Junior,0,49.1,Standard,Real-time,High,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,56.21
277918,High,170,7,Infrastructure,Low,11,Mid,0,55.6,Comprehensive,High,Medium,Moderate,High,1,4,85.0,20,0,0.03,12.3,Low,Standard,Dated,Unfamiliar,Hybrid,27.74
3309,Low,18,2,Security,High,8,Mid,1,55.8,Minimal,Standard,Critical,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,48.85
121258,High,180,6,Infrastructure,Medium,9,Senior,0,53.7,Standard,Real-time,High,Tight,High,1,21,44.3,499,7,0.41,56.5,Critical,Minimal,Modern,Low,Human,14.89
6688,Medium,103,6,Web,Medium,5,Junior,0,72.8,Standard,High,High,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,45.8
58981,High,157,5,Infrastructure,Medium,0,Mid,0,71.6,Comprehensive,High,Low,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,35.05
38103,High,172,5,Web,Medium,2,Senior,0,75.6,Standard,Standard,Medium,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,30.15
47312,Medium,134,5,Mobile,Critical,16,Senior,0,68.8,Standard,Real-time,High,Tight,High,1,9,66.6,94,2,0.76,27.3,Medium,Standard,Modern,Medium,Human,22.51
2525,Low,7,3,Security,Medium,6,Junior,1,46.1,Standard,High,Low,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,54.66
51212,Medium,44,6,Web,Medium,10,Senior,0,59.6,Comprehensive,High,Critical,Tight,Low,1,13,32.2,80,3,6.95,17.5,Medium,Good,Legacy,Low,Human,23.38
11070,Medium,127,7,Web,Medium,3,Junior,0,52.6,Minimal,Standard,High,Flexible,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,50.42
125348,High,187,7,Web,High,6,Senior,0,82.9,Standard,High,Low,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,31.94
26840,High,143,8,Infrastructure,Medium,0,Senior,0,66.3,Standard,High,High,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,28.08
18726,Medium,115,4,Infrastructure,Critical,13,Mid,0,72.7,Standard,High,Medium,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,43.68
38687,High,148,6,Security,High,5,Senior,0,74.2,Standard,High,High,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,27.54
34350,High,122,7,Data,High,7,Junior,1,98.0,Minimal,High,Low,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,40.08
70442,Medium,75,6,Data,High,12,Senior,1,61.5,Comprehensive,Standard,Medium,Flexible,Medium,1,21,46.5,142,7,19.33,57.0,Critical,Standard,Current,Low,Human,10.39
40981,High,160,10,Data,High,6,Architect,1,58.7,Standard,High,High,Flexible,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,16.83
2468,Low,41,4,Infrastructure,Medium,4,Senior,0,61.8,Comprehensive,High,Medium,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,38.95
18954,Low,21,5,Data,High,9,Senior,1,29.9,Standard,Standard,High,Tight,High,1,16,34.7,146,10,6.88,47.9,Critical,Standard,Modern,Medium,Human,25.95
7532,Low,7,1,Data,High,10,Junior,0,37.2,Standard,Standard,High,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,58.58
920,Low,25,4,Mobile,Low,1,Senior,0,28.6,Standard,Real-time,Medium,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,42.21
52721,Medium,126,7,Infrastructure,High,10,Senior,1,38.6,Minimal,High,Medium,Flexible,High,1,14,30.3,110,1,9.84,30.0,Medium,Poor,Dated,High,Human,19.56
15790,Medium,104,3,Data,High,4,Architect,1,65.2,Comprehensive,Standard,Low,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,24.9
4437,Medium,97,5,Data,Medium,2,Junior,0,72.2,Standard,High,Medium,Tight,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,52.77
50132,Medium,114,5,Security,Medium,7,Architect,1,38.9,Standard,Real-time,Critical,Flexible,Medium,1,8,61.7,59,6,1.2,19.2,Medium,Poor,Current,Low,Human,10.19
52903,Medium,83,8,Data,Low,8,Mid,1,57.8,Comprehensive,High,High,Tight,Medium,1,9,20.4,251,5,8.11,45.8,High,Poor,Modern,Unfamiliar,Human,21.6
1207,Low,21,1,Web,Critical,5,Architect,0,45.0,Comprehensive,Real-time,Medium,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,33.22
2918,Low,31,1,Security,Medium,3,Architect,1,65.7,Standard,Standard,Low,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,38.53
231682,High,133,6,Infrastructure,Medium,7,Senior,0,49.1,Minimal,High,High,Moderate,Medium,1,19,52.0,113,9,4.37,47.3,Critical,Poor,Modern,High,Human,15.71
100326,High,150,9,Data,High,7,Senior,1,98.0,Standard,Real-time,Medium,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,26.38
19775,Low,20,1,Data,Medium,9,Senior,1,53.0,Minimal,Real-time,Critical,Moderate,Medium,1,10,54.7,150,3,4.73,36.4,High,Poor,Current,High,Human,28.23
4693,Low,38,2,Data,Low,3,Senior,0,68.2,Standard,Standard,High,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,49.64
226936,High,201,9,Security,Critical,11,Junior,1,53.1,Standard,High,Critical,Tight,Medium,1,2,70.2,46,2,0.3,9.0,Low,Minimal,Modern,Low,Human,32.78
46374,Medium,118,6,Data,High,7,Mid,0,26.9,Standard,High,Medium,Tight,Medium,1,20,54.2,170,7,2.54,60.0,Critical,Minimal,Current,High,Human,33.54
38694,Medium,82,6,Security,Low,4,Senior,0,29.1,Standard,Standard,Medium,Flexible,Medium,1,11,48.8,86,4,0.86,33.4,High,Standard,Current,High,Hybrid,33.38
215411,High,181,8,Data,Critical,16,Senior,0,40.0,Comprehensive,Standard,High,Moderate,Medium,1,6,47.6,138,5,1.16,9.7,Medium,Standard,Dated,Medium,Human,19.52
13150,Medium,71,6,Infrastructure,High,7,Mid,0,50.2,Standard,Standard,Critical,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,39.51
75361,High,120,6,Web,Low,3,Senior,1,70.3,Minimal,High,Low,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,36.56
9610,Medium,105,5,Mobile,High,7,Senior,1,44.8,Standard,High,High,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,34.99
1905,Low,71,4,Infrastructure,Medium,2,Mid,1,58.9,Standard,Real-time,High,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,50.31
20873,Medium,123,1,Data,High,7,Mid,1,72.7,Comprehensive,Standard,Medium,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,40.56
191531,High,148,12,Web,High,8,Senior,1,69.0,Standard,High,High,Moderate,High,1,11,81.4,26,0,0.37,13.5,Low,Minimal,Legacy,Low,Human,11.79
52734,High,160,8,Infrastructure,Medium,2,Mid,0,76.1,Standard,Standard,Low,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,39.68
49948,Medium,73,5,Infrastructure,High,13,Architect,1,59.1,Minimal,High,High,Flexible,High,1,20,25.4,85,9,20.0,35.7,Critical,Standard,Dated,Medium,Human,2.0
140355,High,147,6,Web,High,7,Senior,1,72.8,Standard,High,Medium,Moderate,Medium,1,16,59.1,30,6,1.3,38.3,High,Standard,Current,Medium,Human,17.87
2079,Low,34,1,Data,Low,4,Mid,1,57.9,Standard,High,Low,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,51.66
21732,Low,43,4,Data,High,10,Junior,1,58.0,Minimal,Real-time,Medium,Tight,Low,1,9,59.1,147,2,4.5,30.3,High,Standard,Modern,Unfamiliar,Human,43.01
75095,Medium,87,5,Infrastructure,High,4,Mid,1,47.4,Standard,Standard,Low,Flexible,Medium,1,18,11.4,63,9,13.96,37.3,High,Good,Legacy,High,Human,26.32
2356,Low,53,1,Web,Critical,3,Mid,0,73.6,Standard,High,Low,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,51.75
423675,High,132,9,Infrastructure,Low,5,Senior,1,20.1,Minimal,High,Critical,Moderate,Medium,1,9,55.8,158,3,2.95,41.2,High,Good,Dated,Medium,Human,16.93
11895,Medium,73,6,Data,Critical,13,Architect,1,62.1,Standard,Standard,Medium,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,23.43
18007,Medium,85,5,Web,Low,1,Senior,0,41.0,Comprehensive,Real-time,Low,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,42.25
7480,Medium,117,7,Security,Medium,2,Mid,1,91.7,Standard,High,Critical,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,36.53
19736,Medium,67,3,Data,Critical,4,Senior,1,48.1,Standard,High,Critical,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,28.6
353689,High,163,8,Web,Medium,5,Senior,0,80.7,Comprehensive,Real-time,Critical,Moderate,Low,1,6,36.8,156,6,0.04,36.7,High,Standard,Current,Low,Human,14.8
30581,Medium,152,7,Security,Medium,7,Mid,1,84.5,Comprehensive,High,Medium,Moderate,Medium,1,6,42.8,53,4,13.55,12.4,Medium,Good,Current,Medium,AI,27.04
147648,Medium,68,4,Mobile,Critical,18,Architect,0,45.5,Comprehensive,High,Critical,Flexible,High,1,7,53.7,123,3,0.47,18.5,Medium,Minimal,Current,Low,Hybrid,7.87
236605,High,186,10,Security,Medium,7,Mid,1,28.2,Standard,Standard,Medium,Flexible,High,1,13,42.0,67,1,2.67,24.3,Medium,Minimal,Dated,Medium,Hybrid,23.48
2208,Low,44,3,Data,Medium,3,Mid,0,46.1,Standard,Standard,Low,Tight,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,56.95
46667,Medium,166,6,Data,Medium,6,Mid,0,45.4,Comprehensive,Standard,Critical,Flexible,High,1,7,69.0,67,7,2.44,20.0,Medium,Minimal,Modern,High,Human,30.76
2128,Low,43,1,Data,Low,2,Senior,0,56.7,Comprehensive,Standard,Low,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,45.88
38125,Medium,129,7,Data,High,15,Mid,1,55.3,Standard,Standard,High,Flexible,High,1,14,32.0,73,3,2.45,29.9,High,Minimal,Modern,Medium,Human,23.75
103664,High,176,9,Security,Low,5,Junior,0,73.6,Comprehensive,Standard,High,Tight,Low,1,8,37.7,119,5,2.41,23.6,Medium,Minimal,Current,High,Hybrid,39.85
208012,High,149,11,Data,Low,6,Mid,0,62.5,Comprehensive,Real-time,Low,Flexible,Medium,1,12,11.0,45,11,8.93,28.9,Critical,Good,Current,Low,Human,17.29
5284,Low,58,1,Mobile,High,8,Mid,0,36.5,Minimal,Standard,High,Tight,Medium,1,6,60.1,181,2,2.49,21.5,Medium,Minimal,Modern,Low,Human,45.91
56699,Medium,144,7,Web,Low,1,Junior,0,43.7,Standard,Real-time,High,Tight,Medium,1,14,45.7,250,3,12.93,34.2,High,Minimal,Legacy,Medium,Human,36.58
20320,Low,35,4,Data,Low,2,Senior,0,59.0,Minimal,Standard,High,Tight,Low,1,13,18.9,118,8,5.6,42.0,Critical,Good,Modern,High,Human,39.44
175544,High,205,8,Security,High,10,Architect,1,43.6,Standard,High,Medium,Moderate,Medium,1,16,42.4,195,9,13.72,37.2,Critical,Minimal,Current,High,Human,3.44
6900,Medium,103,6,Web,High,5,Mid,0,60.4,Minimal,High,Low,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,43.73
2246,Low,7,2,Data,Medium,4,Senior,0,64.9,Comprehensive,High,High,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,41.19
12627,Medium,74,3,Mobile,High,12,Mid,0,71.7,Comprehensive,Standard,High,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,41.22
54633,High,155,10,Data,High,6,Architect,0,58.7,Comprehensive,Standard,High,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,19.12
100398,High,170,10,Infrastructure,Medium,5,Mid,0,54.7,Minimal,Real-time,Medium,Tight,Medium,1,11,75.6,31,4,0.25,13.3,Medium,Minimal,Modern,High,Hybrid,34.69
41674,Medium,94,2,Data,Medium,4,Senior,1,65.9,Comprehensive,High,High,Moderate,Medium,1,3,20.3,39,5,0.67,18.3,Medium,Poor,Current,High,Hybrid,28.49
8912,Low,60,7,Infrastructure,High,3,Mid,1,36.0,Standard,Standard,Low,Tight,High,1,4,85.0,65,0,0.73,18.9,Low,Minimal,Modern,Low,Human,45.21
31571,High,127,8,Mobile,Medium,9,Mid,0,89.6,Standard,Real-time,High,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,32.93
284233,High,206,9,Web,High,11,Architect,0,52.3,Standard,High,High,Tight,Medium,1,11,34.6,76,10,4.81,49.0,Critical,Poor,Current,Medium,Human,8.54
15495,Medium,97,2,Security,Low,0,Senior,1,79.9,Standard,Standard,High,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,36.3
2152,Low,20,2,Mobile,High,8,Mid,1,33.0,Minimal,Real-time,Critical,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,47.65
108511,High,192,11,Data,Medium,6,Mid,0,63.4,Standard,High,High,Moderate,Medium,1,7,48.2,60,5,1.95,8.6,Medium,Minimal,Current,Medium,Hybrid,26.18
50777,Medium,115,7,Security,Low,5,Senior,1,78.6,Minimal,Real-time,High,Moderate,Medium,1,13,24.5,99,9,9.7,32.3,High,Poor,Dated,Low,Human,19.49
21166,High,141,6,Infrastructure,High,8,Mid,0,56.6,Comprehensive,High,Medium,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,37.93
31327,High,172,5,Web,High,6,Junior,0,86.8,Comprehensive,Standard,Medium,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,45.64
8192,Medium,62,3,Data,Low,1,Junior,1,66.5,Standard,Standard,High,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,53.59
259403,High,227,8,Web,Low,6,Architect,0,34.3,Minimal,High,Low,Moderate,Low,1,1,74.9,10,0,0.82,2.6,Low,Standard,Modern,Unfamiliar,Human,26.51
78871,Medium,119,4,Web,High,7,Mid,1,37.5,Minimal,Real-time,High,Tight,Medium,1,1,85.0,72,0,0.81,0.0,Low,Minimal,Modern,Medium,Human,37.99
21299,Medium,81,2,Infrastructure,Medium,1,Mid,0,74.8,Minimal,Real-time,Medium,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,49.54
134981,High,129,12,Infrastructure,Low,5,Mid,0,59.5,Minimal,Real-time,Medium,Moderate,Medium,1,14,41.2,52,2,3.58,17.1,Medium,Minimal,Modern,High,Hybrid,30.09
14590,Low,81,1,Security,Medium,7,Senior,0,25.5,Standard,High,High,Flexible,High,1,5,78.5,92,1,0.48,0.0,Low,Standard,Current,Unfamiliar,Hybrid,36.86
13552,Medium,72,5,Web,Low,2,Junior,0,70.9,Comprehensive,Standard,Critical,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,49.55
1469,Low,53,1,Security,Medium,4,Senior,1,34.5,Comprehensive,Standard,Low,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,43.52
25337,Low,29,3,Security,High,5,Senior,0,20.2,Comprehensive,Standard,Medium,Moderate,High,1,13,36.2,106,8,1.78,40.0,High,Good,Current,High,Hybrid,35.17
12428,Medium,101,3,Security,High,4,Junior,0,76.5,Comprehensive,High,High,Flexible,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,42.21
13362,Medium,101,4,Infrastructure,Low,1,Architect,0,84.0,Comprehensive,Standard,Critical,Flexible,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,30.28
216142,High,131,12,Data,Critical,12,Senior,1,55.0,Standard,Standard,High,Moderate,Medium,1,13,20.1,69,6,1.89,33.1,High,Minimal,Modern,Low,Human,10.4
187903,High,198,8,Security,Medium,11,Mid,0,90.0,Minimal,Real-time,Low,Flexible,High,1,1,47.5,55,3,1.07,14.6,Low,Standard,Current,Low,Hybrid,29.7
194564,High,141,6,Mobile,Medium,7,Mid,0,58.6,Minimal,High,High,Flexible,Medium,1,18,18.8,70,10,7.83,36.0,Critical,Standard,Dated,Medium,Human,17.47
62757,Medium,88,5,Infrastructure,High,9,Junior,1,66.2,Minimal,High,Medium,Tight,High,1,12,43.1,245,2,2.9,29.7,High,Standard,Modern,High,Human,39.31
36533,High,150,7,Data,Medium,3,Mid,0,62.7,Minimal,High,Low,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,37.77
370108,High,204,11,Data,High,9,Mid,0,62.6,Minimal,High,Medium,Flexible,Medium,1,10,72.9,76,3,0.91,6.4,Low,Minimal,Dated,Low,Hybrid,26.75
1595,Low,26,3,Web,High,5,Senior,0,43.3,Standard,Real-time,Low,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,43.46
189536,High,106,9,Security,Medium,8,Mid,1,63.7,Comprehensive,Standard,Low,Tight,Medium,1,21,47.0,97,5,5.88,38.3,High,Minimal,Legacy,Medium,Human,23.48
10964,Medium,123,5,Mobile,Medium,4,Junior,0,81.5,Standard,High,Medium,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,51.19
67014,Medium,64,5,Mobile,Critical,12,Junior,1,52.5,Standard,High,High,Moderate,High,1,10,39.0,134,2,7.91,20.0,Medium,Standard,Modern,Unfamiliar,Human,31.05
8741,Medium,85,1,Infrastructure,Low,4,Senior,0,36.6,Comprehensive,High,High,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,35.29
40703,Low,35,2,Web,Low,7,Senior,0,35.2,Standard,High,Medium,Flexible,High,1,11,66.2,180,8,0.73,33.9,Medium,Poor,Modern,High,AI,37.2
8782,Medium,115,3,Data,High,4,Senior,1,51.8,Comprehensive,High,Medium,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,36.4
104883,High,161,8,Mobile,Low,4,Junior,0,67.2,Comprehensive,High,Medium,Tight,Medium,1,8,28.0,333,3,3.47,42.8,High,Poor,Modern,High,Human,35.34
1936,Low,36,2,Data,High,7,Junior,0,49.7,Standard,Real-time,High,Flexible,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,49.62
64284,Medium,106,7,Security,Medium,6,Senior,1,55.8,Comprehensive,Standard,Critical,Flexible,Medium,1,10,38.2,100,3,13.71,23.1,Medium,Poor,Modern,Low,Human,16.11
53305,Medium,117,2,Web,Low,6,Senior,0,85.1,Minimal,High,Critical,Flexible,Low,1,6,69.8,59,0,2.28,4.7,Low,Good,Modern,Low,Human,33.22
46684,High,164,5,Data,Low,2,Junior,0,88.1,Comprehensive,Standard,Low,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,50.65
78609,Medium,99,1,Infrastructure,Low,5,Senior,1,58.6,Minimal,Standard,Medium,Flexible,High,1,6,58.8,59,1,0.77,14.6,Low,Poor,Dated,Medium,Hybrid,29.34
23695,Medium,59,6,Infrastructure,Critical,7,Mid,0,74.7,Minimal,High,High,Flexible,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,35.22
33782,High,186,6,Web,Medium,5,Architect,0,86.7,Standard,High,Critical,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,21.19
99995,Medium,90,4,Data,Medium,8,Mid,0,63.6,Minimal,High,Medium,Moderate,Medium,1,5,51.8,51,4,3.58,6.8,Low,Good,Modern,Low,Hybrid,42.21
875,Low,7,2,Web,Medium,5,Junior,0,39.9,Standard,High,Low,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,61.25
400096,High,178,7,Web,High,6,Senior,1,33.4,Standard,Real-time,Critical,Tight,High,1,11,78.5,39,3,3.12,33.3,Medium,Minimal,Dated,High,Human,16.93
10846,Low,54,1,Infrastructure,Medium,5,Mid,0,48.3,Minimal,Standard,High,Flexible,High,1,9,23.7,126,8,3.68,22.4,Critical,Good,Modern,Low,Hybrid,36.75
1082,Low,7,1,Infrastructure,High,7,Senior,1,73.7,Standard,High,Medium,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,40.7
174836,High,156,10,Data,Low,4,Senior,0,51.2,Comprehensive,Real-time,Low,Flexible,Medium,1,12,64.4,62,2,1.15,26.7,Medium,Minimal,Legacy,High,Human,20.07
32720,Low,75,5,Mobile,High,9,Senior,0,36.5,Minimal,Standard,Low,Flexible,Low,1,10,45.2,79,8,20.0,39.7,High,Minimal,Current,High,Human,32.66
11470,Medium,77,4,Data,Medium,4,Mid,0,86.4,Comprehensive,Real-time,High,Flexible,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,37.04
13596,Medium,110,7,Data,High,8,Senior,1,61.1,Standard,Standard,High,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,32.86
1759,Low,45,4,Security,Low,1,Senior,1,41.1,Minimal,Real-time,Low,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,42.28
9591,Medium,79,3,Web,Low,2,Senior,1,82.5,Standard,Real-time,Medium,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,39.73
9021,Low,57,1,Infrastructure,Low,6,Architect,0,53.4,Standard,High,Critical,Tight,Medium,1,10,51.6,79,0,4.38,26.4,High,Standard,Modern,High,Human,31.61
483876,High,169,14,Data,Low,2,Senior,1,72.3,Standard,High,Medium,Flexible,Low,1,12,50.2,111,7,0.65,44.2,High,Minimal,Dated,Medium,Human,9.64
